City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
57,halle (saale),51.5,12.0,12.81,95,75,4.12,DE,1698720246
58,kodiak,57.79,-152.4072,7.73,93,100,3.6,US,1698720252
59,college,64.8569,-147.8028,0.97,83,75,0.0,US,1698720252
60,kyshtovka,56.555,76.6271,-6.48,76,49,4.47,RU,1698720253
61,arraial do cabo,-22.9661,-42.0278,24.17,91,100,2.41,BR,1698720139
62,conception bay south,47.4999,-52.9981,1.42,94,100,1.97,CA,1698720254
63,dryden,49.7833,-92.7503,-3.84,93,75,1.54,CA,1698720172
64,ust'-kulom,61.6864,53.6902,-7.91,98,100,0.76,RU,1698720254
65,port mathurin,-19.6833,63.4167,24.55,80,38,8.69,MU,1698720255
66,slave lake,55.2834,-114.769,-0.01,69,100,3.09,CA,1698720255
67,shush,32.1942,48.2436,26.37,26,99,1.83,IR,1698720256
68,pijino del carmen,9.3291,-74.453,24.61,92,69,2.15,CO,1698720256
69,vorgashor,67.5833,63.95,-10.12,95,100,4.27,RU,1698720256
70,arauquita,7.0292,-71.4281,24.12,90,55,1.25,CO,1698720257
71,hede,33.7681,120.2517,25.3,41,0,5.29,CN,1698720258
72,uturoa,-16.7333,-151.4333,26.41,80,10,8.07,PF,1698720258
73,zakamensk,50.3741,103.2863,0.63,65,99,0.67,RU,1698720259
74,olonkinbyen,70.9221,-8.7187,1.89,75,100,5.07,SJ,1698720260
75,winchester,51.0651,-1.3187,10.82,99,75,1.54,GB,1698720260
76,iqaluit,63.7506,-68.5145,-12.15,78,75,7.72,CA,1698720261
77,port saint john's,-31.6229,29.5448,14.86,87,100,3.06,ZA,1698720261
78,saint-joseph,-21.3667,55.6167,24.21,73,11,3.67,RE,1698720262
79,iquique,-20.2208,-70.1431,17.02,71,12,2.42,CL,1698720262
80,thompson,55.7435,-97.8558,-6.91,79,100,2.57,CA,1698720263
81,geneina,13.45,22.45,23.75,25,100,4.61,SD,1698720263
82,general acha,-37.377,-64.6043,10.8,27,100,2.79,AR,1698720264
83,akureyri,65.6835,-18.0878,-8.04,93,35,0.0,IS,1698720264
84,tanout,14.9709,8.8879,25.73,17,94,5.32,NE,1698720264
85,grajau,-5.8194,-46.1386,26.18,42,21,1.09,BR,1698720265
86,petauke,-14.2426,31.3253,19.09,75,45,4.67,ZM,1698720265
87,floro,61.5996,5.0328,5.54,59,0,3.6,NO,1698720266
88,nelidovo,56.2211,32.7774,5.57,98,100,1.74,RU,1698720266
89,avarua,-21.2078,-159.775,24.03,73,75,6.17,CK,1698720267
90,dhamnod,22.2167,75.4667,24.01,44,93,2.73,IN,1698720267
91,kingston,17.997,-76.7936,28.53,86,75,2.06,JM,1698720071
92,mhasvad,17.6333,74.7833,24.09,45,37,3.43,IN,1698720268
